hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,reservation_status,reservation_status_date
Resort Hotel,0,1.56E+02,2015,August,32,2,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.20E+01,2015,August,32,2,2,5,2.00E+00,0,1,GBR,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,7.50E+01,2015,August,32,3,1,5,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.43E+02,2015,August,32,2,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,4.00E+00,2015,August,32,4,0,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.67E+02,2015,August,32,2,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.94E+02,2015,August,32,3,1,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,2,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,6.70E+01,2015,August,31,1,2,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,2,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.50E+01,2015,August,32,2,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,4.10E+01,2015,August,32,5,0,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.57E+02,2015,August,32,2,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/9/2015
Resort Hotel,0,1.00E+00,2015,August,32,8,0,1,2.00E+00,0,0,FRA,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,7.80E+01,2015,August,32,2,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.60E+01,2015,August,32,2,2,5,3.00E+00,0,0,FRA,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,6.00E+00,2015,August,32,3,1,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,7.10E+01,2015,August,31,1,2,6,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,0.00E+00,2015,August,34,20,0,0,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,1,1,D,0,No Deposit,Transient,Check-Out,8/20/2015
Resort Hotel,0,1.27E+02,2015,August,32,4,0,5,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.29E+02,2015,August,32,6,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient-Party,Check-Out,8/9/2015
Resort Hotel,0,3.30E+01,2015,August,32,8,0,1,1.00E+00,2,0,PRT,Direct,Direct,0,0,C,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,2.00E+00,2015,August,32,8,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,8.20E+01,2015,August,32,2,2,5,2.00E+00,1,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.77E+02,2015,August,31,1,2,6,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,8.20E+01,2015,August,32,2,2,5,1.00E+00,1,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.30E+01,2015,August,32,3,1,5,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,C,3,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.30E+01,2015,August,32,3,1,5,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,C,3,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.30E+01,2015,August,32,3,1,5,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,C,3,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.10E+01,2015,August,32,3,1,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,0.00E+00,2015,August,32,8,0,1,2.00E+00,0,0,ESP,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,1.29E+02,2015,August,32,6,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient-Party,Check-Out,8/9/2015
Resort Hotel,0,1.95E+02,2015,August,32,4,0,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,1,9.20E+01,2015,December,53,30,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,1,1,E,0,No Deposit,Transient,No-Show,12/30/2015
Resort Hotel,0,6.70E+01,2015,August,31,1,2,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,2,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,5.50E+01,2015,August,32,2,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,6.10E+01,2015,August,32,8,0,1,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/9/2015
Resort Hotel,0,0.00E+00,2015,August,33,10,1,2,2.00E+00,0,0,ESP,Online TA,TA/TO,1,1,E,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,3.10E+02,2015,August,32,7,1,2,2.00E+00,0,0,GBR,Direct,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.29E+02,2015,August,31,1,3,6,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,4.60E+02,2015,August,32,3,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,1.70E+01,2015,August,32,7,1,2,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,4.60E+02,2015,August,32,3,2,5,1.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,2.30E+01,2015,August,32,3,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,6.20E+01,2015,August,32,4,1,5,2.00E+00,1,0,PRT,Offline TA/TO,TA/TO,0,0,C,2,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,2.13E+02,2015,August,32,3,2,5,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,2.02E+02,2015,July,30,23,5,13,2.00E+00,1,0,BEL,Online TA,TA/TO,0,0,E,2,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,8.20E+01,2015,August,32,3,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/10/2015
Resort Hotel,0,1.05E+02,2015,August,31,1,3,6,1.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,9.60E+01,2015,August,32,3,2,5,2.00E+00,0,0,CHE,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.31E+02,2015,August,32,3,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,6.90E+01,2015,August,33,9,1,0,2.00E+00,0,0,USA,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,6.80E+01,2015,August,32,8,1,1,3.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,2,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,7.40E+01,2015,August,33,9,1,0,2.00E+00,0,0,USA,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.30E+02,2015,August,31,1,3,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,7.40E+01,2015,August,33,9,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,7.40E+01,2015,August,33,9,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,4.00E+00,2015,August,33,9,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,0.00E+00,2015,August,33,9,1,0,2.00E+00,0,0,ESP,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,8.10E+01,2015,August,32,3,2,5,2.00E+00,1,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.79E+02,2015,August,32,3,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,1,4.00E+00,2015,August,33,14,0,1,4.00E+00,0,0,PRT,Direct,Direct,1,0,G,1,No Deposit,Transient,Canceled,8/10/2015
Resort Hotel,0,1.03E+02,2015,August,32,6,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.46E+02,2015,August,32,3,2,5,3.00E+00,0,0,NLD,Offline TA/TO,TA/TO,0,0,A,1,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,1.46E+02,2015,August,32,3,2,5,2.00E+00,1,0,NOR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,1.70E+01,2015,August,32,6,1,3,2.00E+00,0,0,IRL,Online TA,TA/TO,0,0,D,2,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.46E+02,2015,August,32,3,2,5,1.00E+00,1,0,NOR,Offline TA/TO,TA/TO,0,0,A,1,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,8.20E+01,2015,August,32,3,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,2,No Deposit,Transient-Party,Check-Out,8/10/2015
Resort Hotel,0,1.08E+02,2015,August,32,3,2,5,3.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.46E+02,2015,August,32,3,2,5,2.00E+00,0,0,NLD,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/10/2015
Resort Hotel,0,1.26E+02,2015,August,32,3,2,5,2.00E+00,0,1,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,1.12E+02,2015,August,32,3,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,1,1.81E+02,2015,August,35,24,1,5,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Canceled,8/10/2015
Resort Hotel,0,2.17E+02,2015,August,32,7,1,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/10/2015
Resort Hotel,0,2.27E+02,2017,May,18,5,1,2,2.00E+00,0,0,GBR,Online TA,TA/TO,1,1,A,0,No Deposit,Transient,Check-Out,5/8/2017
Resort Hotel,0,1.11E+02,2015,August,32,4,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/11/2015
Resort Hotel,0,1.29E+02,2015,August,33,10,2,5,2.00E+00,1,0,PRT,Direct,Direct,0,0,C,1,No Deposit,Transient,Check-Out,8/17/2015
Resort Hotel,0,8.30E+01,2015,August,32,7,2,2,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/11/2015
Resort Hotel,0,1.35E+02,2015,August,32,6,2,3,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,8/11/2015
Resort Hotel,0,8.10E+01,2015,August,32,3,3,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,1.07E+02,2015,August,32,7,2,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,5.00E+00,2015,August,33,9,2,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,1.55E+02,2015,August,31,1,4,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,F,2,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,1.20E+02,2015,August,32,4,2,5,2.00E+00,0,0,FRA,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/11/2015
Resort Hotel,0,1.20E+02,2015,August,32,4,2,5,2.00E+00,0,0,FRA,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/11/2015
Resort Hotel,0,0.00E+00,2015,August,33,10,1,0,2.00E+00,0,0,ROU,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,6.10E+01,2015,August,33,9,2,0,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,4.80E+01,2015,August,32,6,2,3,3.00E+00,0,0,CHE,Direct,Direct,0,0,A,2,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,6.70E+01,2015,August,31,1,4,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,6.70E+01,2015,August,31,1,4,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,8/11/2015
Resort Hotel,0,2.11E+02,2015,August,31,1,4,6,3.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,8/11/2015
Resort Hotel,0,1.53E+02,2015,August,32,3,3,6,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/12/2015
Resort Hotel,0,1.53E+02,2015,August,32,3,3,6,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/12/2015
Resort Hotel,0,2.50E+01,2015,August,32,8,2,2,2.00E+00,0,0,POL,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,8/12/2015
Resort Hotel,0,1.53E+02,2015,August,32,5,2,5,2.00E+00,0,0,ROU,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,4.00E+01,2015,August,33,9,2,1,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,4.00E+01,2015,August,33,9,2,1,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,6.00E+00,2015,August,32,6,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,9.40E+01,2015,August,32,8,2,2,2.00E+00,0,1,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,1.58E+02,2016,August,32,6,2,4,2.00E+00,0,0,PRT,Direct,Direct,1,1,E,0,No Deposit,Transient,Check-Out,8/12/2016
Resort Hotel,0,1.51E+02,2015,August,32,2,4,6,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,1.48E+02,2015,August,32,5,2,5,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,0.00E+00,2015,August,33,11,0,1,2.00E+00,1,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,3.90E+01,2015,August,32,7,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,4.00E+00,2015,August,33,9,2,1,2.00E+00,2,0,ESP,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,0,0.00E+00,2015,August,33,10,1,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,1,2.74E+02,2015,October,40,3,2,5,2.00E+00,0,0,PRT,Groups,TA/TO,0,0,A,0,Non Refund,Transient,Canceled,8/12/2015
Resort Hotel,0,4.10E+01,2015,August,33,9,2,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/12/2015
Resort Hotel,1,2.22E+02,2015,September,38,14,1,1,2.00E+00,0,0,ESP,Groups,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,8/12/2015
Resort Hotel,1,2.22E+02,2015,September,38,14,1,1,2.00E+00,0,0,ESP,Groups,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,8/12/2015
Resort Hotel,1,2.22E+02,2015,September,38,14,1,1,2.00E+00,0,0,ESP,Groups,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,8/12/2015
Resort Hotel,0,1.74E+02,2015,August,32,4,2,7,2.00E+00,0,0,IRL,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,1.64E+02,2015,July,31,30,4,10,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,8/13/2015
Resort Hotel,0,1.64E+02,2015,July,31,30,4,10,2.00E+00,1,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,8/13/2015
Resort Hotel,0,3.30E+01,2015,August,33,12,0,1,1.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/13/2015
Resort Hotel,0,1.07E+02,2015,August,33,10,1,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/13/2015
Resort Hotel,0,1.07E+02,2015,August,33,10,1,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient-Party,Check-Out,8/13/2015
Resort Hotel,0,7.00E+01,2015,August,33,10,1,2,2.00E+00,0,0,FRA,Direct,Direct,0,0,D,1,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,2.12E+02,2015,August,31,1,4,8,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,1,No Deposit,Transient-Party,Check-Out,8/13/2015
Resort Hotel,0,2.12E+02,2015,August,31,1,4,8,2.00E+00,0,0,CHE,Online TA,TA/TO,0,0,A,1,No Deposit,Transient-Party,Check-Out,8/13/2015
Resort Hotel,0,4.10E+01,2015,August,33,10,1,2,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,3.40E+01,2015,August,33,9,2,2,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,1.09E+02,2015,August,32,2,4,7,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,3.30E+01,2015,August,33,12,0,1,2.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,3.50E+01,2015,August,33,10,1,2,2.00E+00,0,0,DNK,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,1.14E+02,2015,August,32,8,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,0.00E+00,2015,August,33,12,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,0.00E+00,2015,August,33,11,0,2,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,5.60E+01,2015,August,32,7,2,4,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/13/2015
Resort Hotel,0,1.90E+02,2015,August,32,4,2,8,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,8/14/2015
Resort Hotel,0,1.90E+02,2015,August,32,4,2,8,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,8/14/2015
Resort Hotel,0,1.90E+02,2015,August,32,4,2,8,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,8/14/2015
Resort Hotel,0,8.50E+01,2015,August,32,7,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,8.50E+01,2015,August,32,7,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,1.53E+02,2015,August,33,9,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,6.50E+01,2015,August,32,8,2,4,2.00E+00,0,0,ESP,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,5.00E+00,2015,August,33,10,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,4.90E+01,2015,August,33,10,1,3,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,1.74E+02,2015,August,32,4,2,8,3.00E+00,0,0,PRT,Direct,Direct,0,0,G,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,2.10E+01,2015,August,33,10,1,3,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,6.70E+01,2015,August,32,8,2,4,2.00E+00,0,0,ESP,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,0.00E+00,2015,August,33,13,0,1,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,3.60E+01,2015,August,33,9,2,3,1.00E+00,0,0,RUS,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,2.90E+01,2015,August,32,8,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,7.20E+01,2015,August,33,10,1,3,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,6.90E+01,2015,August,33,10,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,5.10E+01,2015,August,32,7,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,1.00E+00,2015,August,33,12,0,2,2.00E+00,0,0,AUT,Corporate,Corporate,0,0,F,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,1.03E+02,2015,August,31,1,4,9,2.00E+00,1,0,PRT,Direct,Direct,0,0,H,0,No Deposit,Transient,Check-Out,8/14/2015
Resort Hotel,0,1.75E+02,2015,July,31,31,4,10,2.00E+00,0,0,NLD,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,8/14/2015
Resort Hotel,0,9.80E+01,2015,August,32,8,2,5,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,8/15/2015
Resort Hotel,0,2.69E+02,2015,August,32,8,2,5,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,8/15/2015
Resort Hotel,0,3.70E+01,2015,August,33,9,2,4,2.00E+00,0,0,FRA,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,8/15/2015
Resort Hotel,0,3.30E+01,2015,August,32,8,2,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,8/15/2015
